strategy_id,strategy_stage,shadow_mode,symbol,asset_class,regime,trade_type,side,qty,status,price,intended_price,slippage_bps,confidence,fee,realized_pnl,unrealized_pnl,cycle_pnl,equity,cash_balance
core_momentum_v1,PAPER_SHADOW,True,NSE:RELIANCE-EQ,EQUITY,LOW_VOLATILITY,SWING,BUY,6,FILLED,218.48,218.44,1.78,0.75,0.33,0.0,-9.92,-5.96,99985.02,86081.66
core_momentum_v1,PAPER_SHADOW,True,NSE:HDFCBANK-EQ,EQUITY,LOW_VOLATILITY,SWING,SELL,2,FILLED,626.91,627.03,1.8,0.75,0.31,0.0,-64.03,-54.42,99930.6,87335.17
core_momentum_v1,PAPER_SHADOW,True,NSE:HDFCBANK-EQ,EQUITY,LOW_VOLATILITY,SWING,SELL,2,FILLED,628.39,628.5,1.8,0.75,0.31,0.0,-24.02,39.7,99970.29,88591.63
core_momentum_v1,PAPER_SHADOW,True,NSE:INFY-EQ,EQUITY,LOW_VOLATILITY,SWING,BUY,1,FILLED,955.19,955.02,1.82,0.75,0.24,0.0,0.39,24.16,99994.46,87636.2
core_momentum_v1,PAPER_SHADOW,True,NSE:HDFCBANK-EQ,EQUITY,LOW_VOLATILITY,SWING,SELL,2,FILLED,627.21,627.32,1.79,0.75,0.31,0.0,-25.54,-26.24,99968.21,88890.3
core_momentum_v1,PAPER_SHADOW,True,NSE:INFY-EQ,EQUITY,LOW_VOLATILITY,SWING,BUY,1,FILLED,959.22,959.04,1.82,0.75,0.24,0.0,19.43,44.73,100012.95,87930.85
core_momentum_v1,PAPER_SHADOW,True,NSE:HDFCBANK-EQ,EQUITY,LOW_VOLATILITY,SWING,SELL,2,FILLED,627.8,627.91,1.79,0.75,0.31,0.0,73.16,53.42,100066.37,89186.13
core_momentum_v1,PAPER_SHADOW,True,NSE:HDFCBANK-EQ,EQUITY,LOW_VOLATILITY,SWING,SELL,2,FILLED,626.27,626.38,1.79,0.75,0.31,0.0,35.87,-37.61,100028.76,90438.36
core_momentum_v1,PAPER_SHADOW,True,NSE:HDFCBANK-EQ,EQUITY,LOW_VOLATILITY,SWING,SELL,2,FILLED,624.47,624.58,1.79,0.75,0.31,0.0,75.85,39.67,100068.43,91686.99
core_momentum_v1,PAPER_SHADOW,True,NSE:HDFCBANK-EQ,EQUITY,LOW_VOLATILITY,SWING,SELL,2,FILLED,623.41,623.52,1.79,0.75,0.31,0.0,50.53,-25.63,100042.8,92933.49
core_momentum_v1,PAPER_SHADOW,True,NSE:HDFCBANK-EQ,EQUITY,LOW_VOLATILITY,SWING,SELL,2,FILLED,623.32,623.43,1.79,0.75,0.31,0.0,50.98,0.13,100042.93,94179.82
core_momentum_v1,PAPER_SHADOW,True,NSE:HDFCBANK-EQ,EQUITY,LOW_VOLATILITY,SWING,SELL,2,FILLED,623.49,623.61,1.79,0.75,0.31,0.0,38.2,-13.09,100029.84,95426.49
